FID,SHAPE,MERKMAL,SUBMERKMAL,SE_SDO_ROWID,SE_ANNO_CAD_DATA
RADWEGEOGD.16061802,"LINESTRING (16.312520974657364 48.226654323634364, 16.312943728487912 48.226534431780216, 16.313680992508946 48.22632445266736, 16.314232371399974 48.22616825769287, 16.314812848728216 48.22600396262123)",Getrennte Führung,baulicher Radweg,16061802,
RADWEGEOGD.16061803,"LINESTRING (16.420470617454374 48.256668407707764, 16.420518745238248 48.256707114646794)",Getrennte Führung,baulicher Radweg,16061803,
RADWEGEOGD.16061804,"LINESTRING (16.536316643777084 48.25863417617474, 16.536380478851367 48.25876136235982, 16.537383941478527 48.261255375277926)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16061804,
RADWEGEOGD.16061805,"LINESTRING (16.358885427419462 48.18052754911123, 16.35912550859296 48.18021930349923, 16.359154921889058 48.1801996204243, 16.359189287492008 48.18018842594583, 16.3592163669139 48.180181954366525)",Markierte Anlagen,Mehrzweckstreifen,16061805,
RADWEGEOGD.16061806,"LINESTRING (16.391685444403713 48.213909489429675, 16.391652592750535 48.21406562672266, 16.391650316921133 48.21407641063183)",Markierte Anlagen,Radfahrerüberfahrt,16061806,
RADWEGEOGD.16061807,"LINESTRING (16.35482873768251 48.1928976263569, 16.354948563809447 48.19285242488085, 16.355250343479145 48.19269262864628, 16.356383358612668 48.192083926833426, 16.35639724946398 48.19207595639866)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16061807,
RADWEGEOGD.16061808,"LINESTRING (16.434351794872786 48.28502552775405, 16.438588428946407 48.284519062428025, 16.438626172878763 48.284526852729506)",Markierte Anlagen,Radfahren gegen die Einbahn,16061808,
RADWEGEOGD.16061809,"LINESTRING (16.325154448492917 48.17856598075374, 16.325295068509718 48.1793596459324)",Markierte Anlagen,Radfahren gegen die Einbahn,16061809,
RADWEGEOGD.16061810,"LINESTRING (16.390951907701655 48.2192050890765, 16.390939502895367 48.21911957004652)",Markierte Anlagen,Radfahrerüberfahrt,16061810,
RADWEGEOGD.16061811,"LINESTRING (16.380767328575015 48.22854427668992, 16.380689834171786 48.22862921108632)",Markierte Anlagen,Radfahrerüberfahrt,16061811,
RADWEGEOGD.16061812,"LINESTRING (16.29619197378076 48.151237944933385, 16.296056405763327 48.151329611173885, 16.295445043658617 48.151465015268975, 16.295254609627662 48.151510624632266, 16.29510011640409 48.1515346086919, 16.294158695921283 48.151741015610476, 16.293807449570412 48.15182562160213, 16.293631375760604 48.151876044947876, 16.29338520882104 48.15196490622313, 16.293205534730074 48.15202853868622, 16.29303301990461 48.152112615240284, 16.29296595470685 48.15214440649444, 16.292821986675325 48.152220201637036, 16.292666823712054 48.15232214478861, 16.29255003963528 48.152408768744046, 16.292448439254336 48.15249245664374, 16.29232093771118 48.152616800345584, 16.29218477420503 48.152782956580054)",Getrennte Führung,gemischter Geh- und Radweg,16061812,
RADWEGEOGD.16061813,"LINESTRING (16.382092936252835 48.199068670970995, 16.38211002102702 48.19906951848078, 16.38245228151431 48.19908635999736, 16.3829760715261 48.199112137722636, 16.382982326987232 48.19911244993092)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16061813,
RADWEGEOGD.16061814,"LINESTRING (16.430286728059468 48.1971029710968, 16.43177988297488 48.19630963473911, 16.43180712177198 48.19629519596012, 16.433000708543155 48.195662270603314, 16.43862713522966 48.19268225759387)",Getrennte Führung,Verkehrsberuhigte Bereiche,16061814,
RADWEGEOGD.16061815,"LINESTRING (16.416640381932282 48.20430207103051, 16.418075314534924 48.20354257104332, 16.419049442617357 48.20303384686711, 16.41919969686319 48.2029574760784, 16.419375275187665 48.20286822648479, 16.419570044982162 48.20276745140279, 16.420658252977784 48.20219495882538, 16.42569075505099 48.19954139177281)",Getrennte Führung,Verkehrsberuhigte Bereiche,16061815,
RADWEGEOGD.16061795,"LINESTRING (16.390280989013185 48.265089180557666, 16.39051938804977 48.26444831032588)",Markierte Anlagen,Radfahren gegen die Einbahn,16061795,
RADWEGEOGD.16061796,"LINESTRING (16.396742930583653 48.14481725286776, 16.39684865227689 48.144731751872335, 16.397042787243027 48.14458379954788, 16.39728555205469 48.14442448946568, 16.397461046393992 48.14431018121449, 16.39773278861872 48.144113082927035, 16.39790545404244 48.1439946386009, 16.398012372382656 48.14390156353813, 16.39803901801741 48.1438783734931, 16.398053019835835 48.143855963684594, 16.39812766918874 48.14373650164766, 16.3981692322131 48.143659190956264, 16.398209588433346 48.14358411123453, 16.39821430596245 48.14356265971306, 16.398236236507476 48.14346302030554, 16.398239657731292 48.143447487061536, 16.398239772694645 48.14340916663678, 16.398240035546753 48.14331528565221, 16.398208931279576 48.143151085193125, 16.398174285186055 48.14305820334413, 16.398096709727785 48.14291183464829, 16.398065033412024 48.142829922961184, 16.398044679895392 48.14277741318426, 16.398018737123326 48.142747731361894, 16.398002966938318 48.14272968135591)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16061796,
RADWEGEOGD.16061816,"LINESTRING (16.42399851663658 48.1894862243819, 16.423743630923184 48.189593806978515, 16.423333204994368 48.189783336393184, 16.422909085668707 48.18998956607386, 16.42289642653541 48.189995717997675, 16.422863797681234 48.19001157967842, 16.42243391004123 48.19022899950155, 16.42196822321758 48.190475114808514, 16.421916554615734 48.190502420811235, 16.42190444580467 48.19050805060827, 16.421803261231567 48.190555115627554, 16.42167242807456 48.19059910898011, 16.4216274369099 48.19061424207187, 16.421580317937472 48.19063582485728, 16.42151494802456 48.19066576688734, 16.421140463512682 48.190883770171276, 16.420930384309095 48.19101034295176, 16.420839620632737 48.19106502566172, 16.4206953123965 48.19115218622479, 16.420682480291653 48.19115981291641, 16.420625601375104 48.191192967754)",Getrennte Führung,Verkehrsberuhigte Bereiche,16061816,
RADWEGEOGD.16061817,"LINESTRING (16.397848408000797 48.210008008998074, 16.39756642945209 48.21070005905617, 16.397382355152715 48.21121039406736, 16.39727226476959 48.21140207026997, 16.39661028144217 48.21210920323345)",Markierte Anlagen,Radfahren gegen die Einbahn,16061817,
RADWEGEOGD.16062163,"LINESTRING (16.440853513741896 48.22404618852219, 16.440859510729734 48.2230282659078)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062163,
RADWEGEOGD.16062164,"LINESTRING (16.286005982962685 48.19376410534212, 16.286222042638876 48.19442706996331)",Markierte Anlagen,Mehrzweckstreifen,16062164,
RADWEGEOGD.16062165,"LINESTRING (16.438817915307062 48.213067878739544, 16.438899916407216 48.21304891076206, 16.439076981215727 48.21298954119396, 16.439199880515815 48.212920354452564, 16.43930510596816 48.21286809960752, 16.439451290611522 48.21281614957647, 16.43960485947408 48.212789607410016, 16.439740993509712 48.212791580123096, 16.439898563908365 48.21282762642626, 16.440263019075918 48.212958866746305, 16.44064709924703 48.213092462253044, 16.44070890236042 48.21309969947189, 16.440780579311394 48.21309244865892)",Markierte Anlagen,Mehrzweckstreifen,16062165,
RADWEGEOGD.16062166,"LINESTRING (16.453317131950662 48.215054732781326, 16.453360218581896 48.21513719214941, 16.45340388255421 48.21522492090717, 16.453444681812222 48.21529556555368, 16.45348430241026 48.21538033066171, 16.45350493255566 48.21545756089623, 16.45352398401321 48.21555053078172, 16.4535374803971 48.215626868980124, 16.45355678381753 48.2157122843397, 16.453580733876418 48.215828901233735, 16.45360531445429 48.21592699155248, 16.453629718968358 48.216006915848105, 16.45366410251574 48.21609609289098, 16.453712348576328 48.21618624498457, 16.453761934061863 48.216273607803814, 16.453796777506536 48.21632843043804, 16.45391090451982 48.216511234495165, 16.45401082961402 48.2166621272677, 16.454038629058452 48.2166964526347, 16.45407319444659 48.21674713861052, 16.45409366729223 48.21687239238486, 16.45411063630637 48.216936855955325, 16.454136499159 48.217006706287265, 16.454179085588116 48.21709272712792, 16.454259502237054 48.21724444909636, 16.454299764148328 48.217314284582706, 16.454331228818724 48.21742064135195, 16.45439482180404 48.21768758295415, 16.454423363252673 48.21792668179519, 16.454453869803114 48.21814248630296, 16.45451457739561 48.218266349555726, 16.454586043416754 48.218386964144024, 16.454659974419407 48.21852592219421, 16.45472208343062 48.21861525013984, 16.45476310207958 48.21866242189735, 16.454785780891058 48.21869306516244, 16.454824704147057 48.21876515012068, 16.45484682670047 48.218846155655726, 16.454911288618238 48.219137737271765, 16.454909421797286 48.21920329934955, 16.45488410470279 48.21931205284106, 16.4548554342096 48.21942557616551, 16.45486033466254 48.21950785852582, 16.454880237613306 48.21955999829103, 16.45490310975239 48.219615822179, 16.454933244119566 48.21966957012602, 16.454962004488884 48.21971108878712, 16.454979181777947 48.21974839263725, 16.455017513252958 48.21985501186568, 16.45503855457143 48.21993368024566, 16.45504780468319 48.22003448399928, 16.45502489381663 48.22019440609601, 16.454999481908594 48.220320426558985, 16.455000724768766 48.2203921906877)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062166,
RADWEGEOGD.16062167,"LINESTRING (16.435808085836662 48.210662562779284, 16.436133194804988 48.210107779057466, 16.436300342025095 48.209768626688856, 16.436441656274912 48.209396203878065, 16.436599778565917 48.20862784154114, 16.43666913206181 48.20852944946119)",Getrennte Führung,Verkehrsberuhigte Bereiche,16062167,
RADWEGEOGD.16062168,"LINESTRING (16.437658636975705 48.23347130129045, 16.437876788622404 48.2334930335747, 16.43827316527347 48.233535579132244, 16.438712480832685 48.23357691588451)",Markierte Anlagen,Radfahren gegen die Einbahn,16062168,
RADWEGEOGD.16062169,"LINESTRING (16.45530015264077 48.22100508806916, 16.455304018753637 48.22101249442202, 16.455305722668925 48.22102183654657, 16.455308489884317 48.22103703211443, 16.45531001659502 48.221045403161554, 16.455304983503993 48.22108021190594, 16.455295673605892 48.22109882840709, 16.45528886864166 48.221112424127135, 16.45528355056885 48.22112304156936, 16.455271784883813 48.22113308114193)",Getrennte Führung,Verkehrsberuhigte Bereiche,16062169,
RADWEGEOGD.16062170,"LINESTRING (16.44087496669781 48.22090867268839, 16.440883451801405 48.219606923109374, 16.440886064759876 48.21917959270523)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062170,
RADWEGEOGD.16062171,"LINESTRING (16.44079770257049 48.22513520224784, 16.440823306859865 48.22503245014501)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062171,
RADWEGEOGD.16062172,"LINESTRING (16.440780579311394 48.21309244865892, 16.440986895798055 48.21319168903032, 16.441046141142873 48.21324433492013)",Markierte Anlagen,Radfahrerüberfahrt,16062172,
RADWEGEOGD.16062173,"LINESTRING (16.440892178773222 48.21771200196996, 16.440899042524812 48.217132404284335)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062173,
RADWEGEOGD.16062174,"LINESTRING (16.441076620734364 48.23276475968264, 16.44070825664484 48.232364298291664)",Getrennte Führung,Verkehrsberuhigte Bereiche,16062174,
RADWEGEOGD.16062175,"LINESTRING (16.438712480832685 48.23357691588451, 16.438995167055925 48.232411601928185)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062175,
RADWEGEOGD.16062176,"LINESTRING (16.441046141142873 48.21324433492013, 16.441030200006036 48.21333179906575)",Markierte Anlagen,Radfahrerüberfahrt,16062176,
RADWEGEOGD.16062177,"LINESTRING (16.456528224617898 48.22183112436645, 16.456526336964934 48.22182961549397, 16.456495932431885 48.22180537481701, 16.456454849299043 48.22177262879509, 16.45624492325331 48.22164220484105, 16.456113731422594 48.22156556732521, 16.456083485342383 48.221562900958425, 16.455972626816195 48.221560327685985, 16.455948430495273 48.22155496601925, 16.455805118745417 48.22146890696571, 16.455271784883813 48.22113308114193)",Getrennte Führung,Verkehrsberuhigte Bereiche,16062177,
RADWEGEOGD.16062178,"LINESTRING (16.435808085836662 48.210662562779284, 16.43577935626398 48.21081341222898, 16.435784950486106 48.21090883394613)",Getrennte Führung,Verkehrsberuhigte Bereiche,16062178,
RADWEGEOGD.16062179,"LINESTRING (16.44092500108913 48.21493853371848, 16.440935849898306 48.214024278311165, 16.440924504045388 48.21327185712178)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062179,
RADWEGEOGD.16062180,"LINESTRING (16.439056440513834 48.2321769969549, 16.439293207069817 48.23127046480455)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062180,
RADWEGEOGD.16062181,"LINESTRING (16.440052775005135 48.22814659604638, 16.440206848069177 48.227516945243934, 16.440348369827483 48.22693856650058)",Radroute,"Radroute (beschilderte Route, Radverkehr wird im Mischverkehr geführt)",16062181,
RADWEGEOGD.16062182,"LINESTRING (16.298135446691084 48.133115450311394, 16.29813736657219 48.133244936409824, 16.298165865185833 48.133276773079515, 16.29817281527365 48.13352663608268, 16.2981704021843 48.13357438068872, 16.2981584666648 48.13363643947985, 16.298153655666834 48.133711244116924, 16.29815361350788 48.13376853138816, 16.29817093773437 48.1342343987201, 16.29818237844369 48.134754025977465, 16.298182112707913 48.13511537638227, 16.298193544509598 48.13555615936939, 16.298212941843737 48.136054394085775, 16.298224305868416 48.13667952143146, 16.298234703022974 48.137121383148106, 16.298237518673403 48.13712937011525, 16.298241544437403 48.137136143386414, 16.298252178044116 48.13714641722034, 16.29826462552584 48.1371749480263)",Getrennte Führung,baulicher Radweg,16062182,
RADWEGEOGD.16062183,"LINESTRING (16.357229115313263 48.205493072842835, 16.357617061484195 48.205196009899474, 16.357653721282336 48.2051611184648, 16.357679813476572 48.205142731495485, 16.357707308397746 48.205132824826464, 16.357730921137478 48.205136921267176)",Getrennte Führung,baulicher Radweg,16062183,
RADWEGEOGD.16062184,"LINESTRING (16.32991559311095 48.16892674980816, 16.330048434370152 48.16938607748303, 16.330072651111976 48.16946979679792, 16.330222751307677 48.16986717970617, 16.33023050636815 48.16988771165996, 16.330381494579328 48.170301030392096, 16.330395445220095 48.17034378492628, 16.33048092645913 48.170579735650904, 16.330495630388395 48.17062030485097)",Markierte Anlagen,Radfahren gegen die Einbahn,16062184,
RADWEGEOGD.16062185,"LINESTRING (16.281448493370345 48.24262367880123, 16.281447732298297 48.24245326773749, 16.28153016373482 48.24229295945034, 16.281753440625 48.241859146843275, 16.281992624422994 48.2414023188483, 16.282066685518156 48.24126089177615, 16.28211184029315 48.241184300527884)",Getrennte Führung,Verkehrsberuhigte Bereiche,16062185,
RADWEGEOGD.16061064,"LINESTRING (16.293111196943507 48.198618241719686, 16.292804190000435 48.19862838787141, 16.291734442501514 48.198661183340064, 16.291054672239362 48.19868422964187, 16.290443015308227 48.19869933999109, 16.29026283158943 48.19869455593428)",Markierte Anlagen,Radfahren gegen die Einbahn,16061064,
RADWEGEOGD.16061065,"LINESTRING (16.40286261996642 48.27218006144945, 16.403232399682185 48.27208482516116, 16.403689145310686 48.271967512516504, 16.403890952681483 48.271914190593336, 16.404326442698338 48.27180044021697, 16.40472211360721 48.271699122421936, 16.40480706341817 48.27166005968949, 16.404926540830548 48.2716121090442, 16.405377954933183 48.271493021238285, 16.405602782473192 48.271431183966804)",Getrennte Führung,baulicher Radweg,16061065,
RADWEGEOGD.16061066,"LINESTRING (16.408841249542775 48.18638488245418, 16.4089390426609 48.18628611999125, 16.408985848069886 48.18621321830833, 16.409013322496378 48.186136641658806, 16.409022867288407 48.18605823277549, 16.409040696006127 48.18598904566708, 16.409084738814702 48.18591245847684, 16.409127421518757 48.1858630766018, 16.409205965720208 48.18580030798141, 16.40926346214074 48.185765377713494, 16.40943089923475 48.18570172491709, 16.409898072628025 48.185542578645766, 16.410510781563477 48.18534619432821, 16.410639067386867 48.185310246230266, 16.410798039490015 48.18529092447923, 16.4108689160889 48.18529344143944, 16.410935986032484 48.18531389330356, 16.4109915729931 48.18533563864417, 16.41108736165752 48.185341979329415, 16.411156298728592 48.18532400184462, 16.4112098727699 48.18528425280007, 16.41124234693583 48.18522658506467, 16.41125571216926 48.18518814831973, 16.411287418150103 48.18515701105411, 16.411345649024472 48.18512916591252, 16.411427978657773 48.18510092722779, 16.41184249753324 48.18496487514343, 16.41194588683131 48.18492765596609, 16.412314409321066 48.18477305255146, 16.412888776374878 48.18457924402661, 16.41355888179096 48.18435333428412, 16.41390312749816 48.18423820435435)",Markierte Anlagen,Mehrzweckstreifen,16061066,
